,class,text_tfidf
0,ham,"  (0, 8227)	0.23740046706740076
  (0, 4485)	0.15900636488459166
  (0, 3692)	0.44315024128546093
  (0, 3226)	0.3234423140835171
  (0, 2935)	0.3388220955201588
  (0, 1686)	0.2650113725027051
  (0, 1400)	0.27085849403460405"
1763,ham,"  (0, 4733)	0.31588718805971083
  (0, 4203)	0.5503777692800383
  (0, 4183)	0.5503777692800383
  (0, 3056)	0.5425715681680957"
1764,spam,"  (0, 8218)	0.2209603806158148
  (0, 7705)	0.28461768270870663
  (0, 7701)	0.1672807484832034
  (0, 7010)	0.22715151563439565
  (0, 5323)	0.22604514504826448
  (0, 5226)	0.3160191025853226
  (0, 5176)	0.17521721476506666
  (0, 4951)	0.17662653523138552
  (0, 4628)	0.27966892085936634
  (0, 3898)	0.3160191025853226
  (0, 3737)	0.17930678684795243
  (0, 2342)	0.2056181633714765
  (0, 738)	0.29708756664555314
  (0, 595)	0.29708756664555314
  (0, 297)	0.2209603806158148
  (0, 31)	0.3160191025853226"
1765,ham,"  (0, 8337)	0.29171552773096354
  (0, 7391)	0.345305554398168
  (0, 6529)	0.3098844734695977
  (0, 6499)	0.2603673717180021
  (0, 6159)	0.3185105410645658
  (0, 4051)	0.3028364630580851
  (0, 3737)	0.18703034212870795
  (0, 2783)	0.345305554398168
  (0, 1017)	0.345305554398168
  (0, 607)	0.21447506878729708
  (0, 501)	0.345305554398168"
1766,spam,"  (0, 8202)	0.17286757661664479
  (0, 8146)	0.18365537737742466
  (0, 7962)	0.27379107096705574
  (0, 7170)	0.23406423221495457
  (0, 6807)	0.19127673464846656
  (0, 6536)	0.1486639408071331
  (0, 6345)	0.22644287494391266
  (0, 5225)	0.38503770697890927
  (0, 3735)	0.24388987065135947
  (0, 3265)	0.1430257238463741
  (0, 1252)	0.4823121033761127
  (0, 775)	0.2622990286831812
  (0, 695)	0.27379107096705574
  (0, 452)	0.23406423221495457
  (0, 363)	0.1931572740174261"
1767,ham,"  (0, 8005)	0.7183770053883397
  (0, 2095)	0.695653993109564"
1768,ham,"  (0, 8043)	0.32186571676962694
  (0, 6704)	0.4559611254475071
  (0, 5678)	0.3521380670336003
  (0, 4530)	0.3974531153610577
  (0, 2864)	0.4508501498750147
  (0, 2548)	0.4508501498750147"
1769,ham,"  (0, 8027)	0.3109192617407184
  (0, 7693)	0.3094048896050501
  (0, 7566)	0.28231211389679084
  (0, 7452)	0.2919119251354215
  (0, 7441)	0.2781173534069003
  (0, 6812)	0.3476419988812009
  (0, 4889)	0.29990807880632675
  (0, 3600)	0.32707368683036525
  (0, 3595)	0.3666493354864977
  (0, 3494)	0.21264883018581093
  (0, 2641)	0.260590849961355"
1770,ham,"  (0, 5655)	0.5440686350910132
  (0, 5176)	0.32835046642400256
  (0, 3046)	0.47173936517261106
  (0, 3009)	0.515908967192434
  (0, 2654)	0.3278341050383867"
1771,ham,"  (0, 8031)	0.49881196824054647
  (0, 7693)	0.5011939317866899
  (0, 5176)	0.38849675256712995
  (0, 4177)	0.4800076011861446
  (0, 3494)	0.34446224630357997"
1772,ham,"  (0, 8166)	0.24480326976430863
  (0, 7983)	0.2702483411281174
  (0, 7461)	0.2465824546823982
  (0, 6574)	0.2718596364881633
  (0, 6494)	0.2875593737098194
  (0, 4610)	0.19021166995482014
  (0, 4320)	0.1757424000175986
  (0, 4177)	0.24939848128156508
  (0, 3645)	0.2202930153245022
  (0, 3476)	0.17841723657945927
  (0, 3458)	0.2718596364881633
  (0, 3128)	0.243095271623184
  (0, 1713)	0.33446381195489383
  (0, 961)	0.26719745356957664
  (0, 929)	0.35177484453659585"
1773,ham,"  (0, 8005)	0.6105276934298555
  (0, 2101)	0.7919949087937501"
1774,ham,"  (0, 6859)	0.5366148503999131
  (0, 5343)	0.29629730905032614
  (0, 3066)	0.6117193855219226
  (0, 1955)	0.5000517976734968"
1775,ham,"  (0, 5793)	0.6545761229970024
  (0, 3009)	0.6331556587023246
  (0, 2532)	0.4130908024338457"
1776,spam,"  (0, 3273)	0.47854279338032396
  (0, 629)	0.5164080996634822
  (0, 53)	0.4500798603300095
  (0, 20)	0.5493155639803287"
1777,spam,"  (0, 8146)	0.14718758927174647
  (0, 8010)	0.20333613247129623
  (0, 7731)	0.14641648006146826
  (0, 7372)	0.19784326046426834
  (0, 7028)	0.19546153573929756
  (0, 6898)	0.20656015647724155
  (0, 6564)	0.21942536219320194
  (0, 5979)	0.21942536219320194
  (0, 5862)	0.19124203596561404
  (0, 5421)	0.23340797067918287
  (0, 5298)	0.20656015647724155
  (0, 4053)	0.23340797067918287
  (0, 3353)	0.37185497499943426
  (0, 3352)	0.18014341522767005
  (0, 2174)	0.23340797067918287
  (0, 1900)	0.18288295637795163
  (0, 1888)	0.16250570978337397
  (0, 1734)	0.1500715770197834
  (0, 1152)	0.45106674789436846"
1778,ham,"  (0, 8227)	0.15923072242709302
  (0, 8208)	0.21125414377285745
  (0, 7814)	0.6159682368795429
  (0, 7124)	0.19576406361579116
  (0, 6807)	0.14758700004023143
  (0, 6795)	0.1599731161702067
  (0, 5609)	0.21125414377285745
  (0, 5122)	0.20238701182327862
  (0, 4998)	0.13919471400195532
  (0, 4613)	0.1806013570485331
  (0, 3476)	0.11012888905127871
  (0, 3290)	0.1710376232615066
  (0, 2413)	0.12932032944588234
  (0, 718)	0.21125414377285745
  (0, 688)	0.21125414377285745
  (0, 639)	0.21125414377285745
  (0, 596)	0.20238701182327862
  (0, 532)	0.20644938092651122
  (0, 461)	0.16317136736435278
  (0, 386)	0.15850867081936226"
1779,spam,"  (0, 8086)	0.2371355824258707
  (0, 7388)	0.15291905953695797
  (0, 7364)	0.27479584201838175
  (0, 6155)	0.27479584201838175
  (0, 5984)	0.27479584201838175
  (0, 5873)	0.2824451684964936
  (0, 4546)	0.2510348637142416
  (0, 3790)	0.2824451684964936
  (0, 3712)	0.3839573815946434
  (0, 3265)	0.14355060621893723
  (0, 699)	0.2824451684964936
  (0, 608)	0.1994753228333596
  (0, 374)	0.2824451684964936
  (0, 53)	0.23950064740560195
  (0, 1)	0.2157396691014618"
1780,spam,"  (0, 7949)	0.21547860523121798
  (0, 7870)	0.24362664293352357
  (0, 6522)	0.19746037178529482
  (0, 5718)	0.19443683422827868
  (0, 5272)	0.229288258516923
  (0, 4952)	0.22398877948887988
  (0, 4372)	0.192570229191354
  (0, 2290)	0.2833682098161088
  (0, 2223)	0.192570229191354
  (0, 2135)	0.22398877948887988
  (0, 1835)	0.1667444328468998
  (0, 1690)	0.19443683422827868
  (0, 1674)	0.20877521864487925
  (0, 1595)	0.19167656070077138
  (0, 1477)	0.19080737938507605
  (0, 1009)	0.25430059661198784
  (0, 368)	0.1800111784127825
  (0, 355)	0.192570229191354
  (0, 349)	0.21195017956095732
  (0, 308)	0.2613794092780601
  (0, 247)	0.2833682098161088"
1781,ham,"  (0, 5338)	0.7202279017213783
  (0, 4397)	0.6937375365237352"
1782,ham,"  (0, 8166)	0.34708433216412937
  (0, 7747)	0.48524222112374604
  (0, 6532)	0.432248071956623
  (0, 3588)	0.36408800377643685
  (0, 3534)	0.29868707678746087
  (0, 1232)	0.48524222112374604"
1783,ham,"  (0, 6123)	0.4456880655724952
  (0, 4859)	0.3348674163060484
  (0, 3737)	0.7586398510771095
  (0, 3265)	0.21887543381971342
  (0, 2413)	0.2564860279443933"
1784,ham,"  (0, 7415)	0.19883838107852236
  (0, 6793)	0.290252560477473
  (0, 6494)	0.2292629852379167
  (0, 4610)	0.4549512128747792
  (0, 4457)	0.17935044032347183
  (0, 4320)	0.14011446311456102
  (0, 4226)	0.12719704242663046
  (0, 3780)	0.2354690159562411
  (0, 3218)	0.28046017053663536
  (0, 3031)	0.290252560477473
  (0, 3029)	0.2614114478762017
  (0, 2654)	0.32135568452811547
  (0, 1769)	0.2076146080949215
  (0, 1686)	0.23781745948273705
  (0, 1400)	0.2430645836905437"
1785,ham,"  (0, 7548)	0.47571338517418815
  (0, 7452)	0.4856537615434846
  (0, 2738)	0.47889850485088464
  (0, 1437)	0.5554218406908086"
1786,ham,"  (0, 4610)	0.18871286930278466
  (0, 4320)	0.17435761209265574
  (0, 3782)	0.319642763140175
  (0, 3619)	0.2990776988498229
  (0, 3456)	0.2514704432213969
  (0, 3359)	0.33955110351688955
  (0, 3358)	0.33182835546813183
  (0, 3130)	0.31465372769759115
  (0, 3115)	0.33955110351688955
  (0, 2275)	0.33182835546813183
  (0, 2097)	0.27876401716041765
  (0, 1052)	0.22716549445690876"
1787,ham,"  (0, 8329)	0.3542736487657533
  (0, 7693)	0.4337888090885529
  (0, 7209)	0.5571549395247277
  (0, 7182)	0.4830859573998644
  (0, 4566)	0.37752322051231246"
1788,ham,"  (0, 7621)	0.600008898353747
  (0, 1193)	0.5797661101730437
  (0, 1057)	0.5512355026584745"
1789,ham,"  (0, 8317)	0.37450206191891316
  (0, 7286)	0.5818275376865628
  (0, 6663)	0.5182851376656082
  (0, 4539)	0.29560277498185983
  (0, 4431)	0.406478089822858"
1790,ham,"  (0, 8224)	0.3677782152754238
  (0, 7388)	0.26357541015524744
  (0, 5630)	0.48683010056597303
  (0, 4397)	0.279790693740059
  (0, 3265)	0.24742769166093628
  (0, 3002)	0.43269045315281
  (0, 1912)	0.335278361565454
  (0, 1498)	0.34514886328284416"
1791,ham,"  (0, 7825)	0.2869782817815287
  (0, 7416)	0.2575403511886013
  (0, 4751)	0.2869782817815287
  (0, 4596)	0.2244614779819343
  (0, 4316)	0.22684236569012023
  (0, 4108)	0.2869782817815287
  (0, 4100)	0.2869782817815287
  (0, 4037)	0.2869782817815287
  (0, 3938)	0.18916605134785736
  (0, 3881)	0.21465039565716398
  (0, 3670)	0.27395178997588937
  (0, 3085)	0.2244614779819343
  (0, 2537)	0.27395178997588937
  (0, 1813)	0.2869782817815287
  (0, 600)	0.23527141636016366"
1792,spam,"  (0, 8274)	0.1772349400853103
  (0, 8202)	0.1790308701194584
  (0, 8157)	0.2402649586265482
  (0, 8146)	0.38040658239703623
  (0, 7927)	0.2402649586265482
  (0, 7814)	0.13779564443020859
  (0, 7731)	0.1892068246459094
  (0, 6864)	0.19507126531730482
  (0, 5896)	0.30162165461643087
  (0, 5021)	0.24713268853807863
  (0, 4951)	0.16857964398299044
  (0, 4072)	0.24975405228263442
  (0, 3196)	0.30162165461643087
  (0, 3000)	0.2914457000899799
  (0, 2957)	0.2716508454374731
  (0, 741)	0.30162165461643087"
1793,ham,"  (0, 6184)	0.5743577853228845
  (0, 3428)	0.5832891811768692
  (0, 1321)	0.5743577853228845"
1794,ham,"  (0, 4998)	0.5900190840314616
  (0, 3373)	0.8073892992099135"
1795,ham,"  (0, 8232)	0.2757394405914363
  (0, 7982)	0.24185860097701647
  (0, 4610)	0.19053120801092369
  (0, 4429)	0.38200891367428325
  (0, 4177)	0.2498174477199693
  (0, 3807)	0.20986079568197682
  (0, 3085)	0.29879015524554525
  (0, 3025)	0.36466880015500464
  (0, 2496)	0.36466880015500464
  (0, 2095)	0.18177297384383348
  (0, 1498)	0.2498174477199693
  (0, 1310)	0.22588492900027682
  (0, 1031)	0.2739936479081464"
1796,ham,"  (0, 8007)	0.30948941548838216
  (0, 7353)	0.229430232856516
  (0, 5633)	0.2331708347517282
  (0, 4822)	0.25425831818610756
  (0, 4596)	0.33957709624206595
  (0, 3732)	0.23850825859429878
  (0, 3494)	0.20374567008804453
  (0, 1824)	0.3273622507456422
  (0, 1510)	0.40046618330517686
  (0, 1090)	0.38962055051970157
  (0, 919)	0.31544835876157423"
1797,ham,"  (0, 5391)	1.0"
1798,ham,"  (0, 8071)	0.5159702108491182
  (0, 7497)	0.44905395839025697
  (0, 4431)	0.5877774408574784
  (0, 4320)	0.4320219485042298"
1799,ham,"  (0, 3754)	1.0"
1800,ham,"  (0, 8319)	0.23754936520350656
  (0, 7628)	0.33119736766973806
  (0, 6989)	0.33119736766973806
  (0, 6930)	0.2754297601398783
  (0, 4633)	0.1532279790216209
  (0, 4485)	0.15542814411693934
  (0, 4074)	0.33119736766973806
  (0, 3792)	0.33119736766973806
  (0, 3563)	0.1532279790216209
  (0, 3218)	0.3054971211207597
  (0, 2954)	0.2715232431621331
  (0, 990)	0.28474790057134797
  (0, 955)	0.33119736766973806"
1801,ham,"  (0, 8027)	0.5680391521011635
  (0, 8003)	0.5525569437756913
  (0, 5015)	0.6099281478710904"
1802,ham,"  (0, 8393)	0.4674211077304861
  (0, 7410)	0.5056833862465707
  (0, 6465)	0.5227289349810028
  (0, 5343)	0.32762124183221397
  (0, 4589)	0.38107821159986477"
1803,ham,"  (0, 7388)	0.505808108408856
  (0, 2532)	0.5495371960067853
  (0, 2009)	0.6649564103554869"
1804,ham,"  (0, 4633)	0.3694229010183048
  (0, 4432)	0.6461053043935198
  (0, 3563)	0.3694229010183048
  (0, 1723)	0.5564183462476742"
1805,ham,"  (0, 6756)	0.3706620288678495
  (0, 5832)	0.4783763123718605
  (0, 3476)	0.2765866739047599
  (0, 3456)	0.39293166723555045
  (0, 2413)	0.3247856225358796
  (0, 1519)	0.5453297903221898"
1806,spam,"  (0, 7936)	0.2585258343368034
  (0, 7539)	0.2156484730711799
  (0, 7000)	0.25343874055582905
  (0, 6522)	0.20541311628468323
  (0, 6115)	0.20032602250370893
  (0, 6063)	0.23852287567178956
  (0, 6024)	0.2585258343368034
  (0, 5279)	0.2305643379552194
  (0, 4773)	0.2356514317361937
  (0, 2842)	0.24166818663304807
  (0, 2065)	0.2032832942827295
  (0, 2000)	0.16283713416569492
  (0, 1119)	0.25343874055582905
  (0, 611)	0.29478090468516815
  (0, 496)	0.28140023693741306
  (0, 326)	0.29478090468516815
  (0, 111)	0.25343874055582905"
1807,ham,"  (0, 7538)	0.3627714753892347
  (0, 5188)	0.440964136523882
  (0, 4610)	0.3551732552410916
  (0, 2416)	0.6568525300033808
  (0, 2401)	0.34109265534934774"
1808,ham,"  (0, 8390)	0.183561151699272
  (0, 6518)	0.3252843243068512
  (0, 6459)	0.28527764180629855
  (0, 6180)	0.28527764180629855
  (0, 5483)	0.3252843243068512
  (0, 5414)	0.2495601053129955
  (0, 5219)	0.2396574618337942
  (0, 4580)	0.2796641443343469
  (0, 4443)	0.22666891129121958
  (0, 3701)	0.25442273800306164
  (0, 2738)	0.20663861544554002
  (0, 2538)	0.2571214281081105
  (0, 1498)	0.21272199881424614
  (0, 1461)	0.21355917710356895
  (0, 997)	0.2796641443343469"
1809,ham,"  (0, 6335)	0.6757615710179741
  (0, 4539)	0.33402866058665653
  (0, 1203)	0.426062241306194
  (0, 987)	0.5002420609816273"
1810,ham,"  (0, 8111)	0.5664057255048676
  (0, 3836)	0.4951523075563126
  (0, 1424)	0.6587934019379397"
1811,ham,"  (0, 8390)	0.23893129644327987
  (0, 8000)	0.26631128873874954
  (0, 6253)	0.3384746406803098
  (0, 5921)	0.3278975873696384
  (0, 5531)	0.4234044327998215
  (0, 4822)	0.2479619068181704
  (0, 3463)	0.21338274400275983
  (0, 2359)	0.44749732025834643
  (0, 2094)	0.4041852976788681"
1812,ham,"  (0, 8005)	0.1529599451294092
  (0, 7998)	0.3112882753307944
  (0, 7701)	0.1572970226414964
  (0, 7677)	0.3112882753307944
  (0, 7634)	0.23670955692820922
  (0, 7485)	0.2518798654007547
  (0, 7401)	0.248847624111668
  (0, 7379)	0.3112882753307944
  (0, 6435)	0.21577331424337354
  (0, 5558)	0.21932031808216904
  (0, 4776)	0.24107134113468412
  (0, 4747)	0.24347565929184098
  (0, 3938)	0.20519034928238652
  (0, 3413)	0.3982286890762777
  (0, 1331)	0.25887299652155743"
1813,ham,"  (0, 8329)	0.517369024525584
  (0, 1916)	0.8557624042112657"
1814,ham,"  (0, 8292)	0.36338148620651106
  (0, 8220)	0.3003125462038339
  (0, 4320)	0.24523805098684673
  (0, 4163)	0.4775865523592047
  (0, 3941)	0.3146803294817102
  (0, 3789)	0.26891410113933223
  (0, 3737)	0.2882466981443506
  (0, 2921)	0.3949948826628557
  (0, 2654)	0.28122950334821306"
1815,ham,"  (0, 8224)	0.33944192679606233
  (0, 8220)	0.2748870617623106
  (0, 7197)	0.4493211954783154
  (0, 6682)	0.46500944221362944
  (0, 4824)	0.31855610342896834
  (0, 4464)	0.3265508715970887
  (0, 3494)	0.22860169441005374
  (0, 959)	0.36155326868243537"
1816,ham,"  (0, 8251)	0.477932474445962
  (0, 8071)	0.32507733281213635
  (0, 3463)	0.29767320724432744
  (0, 2952)	0.477932474445962
  (0, 1858)	0.5906576750712235"
1817,ham,"  (0, 8027)	0.45480338416451027
  (0, 6671)	0.6628210200012686
  (0, 519)	0.594829536251342"
1818,ham,"  (0, 3084)	0.7442477762721982
  (0, 2575)	0.6679036214259422"
1819,ham,"  (0, 8026)	0.38580908394752905
  (0, 7548)	0.4357261889581953
  (0, 5343)	0.308502817166361
  (0, 4589)	0.35884029125158284
  (0, 2740)	0.4761740978052561
  (0, 2392)	0.4589247484651312"
1820,ham,"  (0, 7566)	0.4490272692289921
  (0, 7557)	0.41268578543751105
  (0, 5900)	0.49211927447167436
  (0, 4539)	0.32860479940068044
  (0, 4397)	0.38206697804567574
  (0, 3463)	0.3632179562988806"
1821,ham,"  (0, 8007)	0.2891164270386208
  (0, 6450)	0.23324455812331105
  (0, 6393)	0.2967014102139254
  (0, 5900)	0.2769360734186328
  (0, 5196)	0.2248814178336848
  (0, 4726)	0.26223472961677263
  (0, 4394)	0.25268640195340664
  (0, 4320)	0.1868979721617939
  (0, 4226)	0.16966749017963706
  (0, 3472)	0.30840797494775607
  (0, 3076)	0.2534760628355379
  (0, 2750)	0.40557630146241397
  (0, 2235)	0.35569451771236477"
1822,ham,"  (0, 7446)	0.5959969015679291
  (0, 4480)	0.8029867329672566"
1823,ham,"  (0, 8026)	0.2779807788011983
  (0, 8000)	0.3129247536969331
  (0, 4485)	0.23347937835192464
  (0, 2772)	0.4203022606425838
  (0, 2738)	0.6320975215030012
  (0, 2641)	0.2861176786160218
  (0, 977)	0.33500383880944884"
1824,ham,"  (0, 7814)	0.3069899815808596
  (0, 6864)	0.4345922862390994
  (0, 6546)	0.4260314496597886
  (0, 3913)	0.508102711662432
  (0, 2824)	0.5265126154732843"
1825,ham,"  (0, 8026)	0.21233422216741418
  (0, 5586)	0.24308085585782913
  (0, 5485)	0.26929573433515175
  (0, 4914)	0.2264019093001308
  (0, 4822)	0.2225566310050151
  (0, 4717)	0.2799875963805107
  (0, 4226)	0.15897800277166657
  (0, 3644)	0.3003904409362425
  (0, 3076)	0.47501284043695496
  (0, 2466)	0.3410414955648124
  (0, 2415)	0.35053486243309373
  (0, 2392)	0.2525742227261104"
1826,ham,"  (0, 8318)	0.15566643412855002
  (0, 8220)	0.13684846679595652
  (0, 7840)	0.24250589322450752
  (0, 7459)	0.23149808799514462
  (0, 7369)	0.24250589322450752
  (0, 6117)	0.21762989351887962
  (0, 6098)	0.28206688023136434
  (0, 6087)	0.18967718001023204
  (0, 5713)	0.1750441859973642
  (0, 5586)	0.15511795914806475
  (0, 5477)	0.21762989351887962
  (0, 5344)	0.17085921267763857
  (0, 4633)	0.11219499774731909
  (0, 4485)	0.11380597975914966
  (0, 4416)	0.24250589322450752
  (0, 4320)	0.11175174564568408
  (0, 4226)	0.10144913819868814
  (0, 3807)	0.1332232780124516
  (0, 3688)	0.16723402389413364
  (0, 3563)	0.11219499774731909
  (0, 3044)	0.19622438936824338
  (0, 2731)	0.1761996194410575
  (0, 2535)	0.16809595622898565
  (0, 2419)	0.24250589322450752
  (0, 1769)	0.16558815100466895
  (0, 1455)	0.15679778900024333
  (0, 1339)	0.24250589322450752
  (0, 984)	0.24250589322450752"
1827,ham,"  (0, 8220)	0.251815131482338
  (0, 6982)	0.4462355685622888
  (0, 5278)	0.2544312354782537
  (0, 5078)	0.4462355685622888
  (0, 4951)	0.23808493160440117
  (0, 4726)	0.2885239182994105
  (0, 3732)	0.2451444145094711
  (0, 3490)	0.40046119283641934
  (0, 3476)	0.2087644080612404
  (0, 1310)	0.2638626642310113"
1828,ham,"  (0, 5708)	0.7202279017213783
  (0, 4397)	0.6937375365237352"
1829,spam,"  (0, 8292)	0.1959912529561835
  (0, 8289)	0.21642764035520398
  (0, 8106)	0.251729626030732
  (0, 8008)	0.2575882105856919
  (0, 7701)	0.1450398922908561
  (0, 7397)	0.264758538583416
  (0, 7388)	0.14334331488151478
  (0, 7080)	0.251729626030732
  (0, 5652)	0.42938056940326824
  (0, 5633)	0.15415526209886773
  (0, 4226)	0.12007588457416424
  (0, 3832)	0.28703161170625996
  (0, 3413)	0.18359866321943583
  (0, 3340)	0.274002699153576
  (0, 2226)	0.251729626030732
  (0, 806)	0.264758538583416
  (0, 368)	0.1823383741545832
  (0, 351)	0.17188149410951598"
1830,ham,"  (0, 8043)	0.5279777024190533
  (0, 7023)	0.6753413414744409
  (0, 5338)	0.5149306926604788"
1831,ham,"  (0, 7410)	0.3729816338023868
  (0, 7287)	0.404545865203187
  (0, 7013)	0.44340975192525844
  (0, 4977)	0.43237028564970675
  (0, 4177)	0.35369944201538006
  (0, 3709)	0.3523387234110819
  (0, 3494)	0.2538211978557673"
1832,ham,"  (0, 7814)	0.3280940294674688
  (0, 7526)	0.5300494003665122
  (0, 7497)	0.3603503766204354
  (0, 3167)	0.6939377112309222"
1833,ham,"  (0, 2095)	1.0"
1834,ham,"  (0, 6291)	0.2911382803616019
  (0, 5925)	0.504014602479239
  (0, 4752)	0.4191477186083237
  (0, 1929)	0.504014602479239
  (0, 1501)	0.4811364179408125"
1835,ham,"  (0, 6552)	1.0"
1836,ham,"  (0, 8106)	0.8351291617432267
  (0, 6291)	0.5500538911834507"
1837,ham,"  (0, 3884)	1.0"
1838,spam,"  (0, 8047)	0.21980248531097007
  (0, 7137)	0.24492682127181836
  (0, 6336)	0.21480329904131643
  (0, 6217)	0.12922955894395657
  (0, 5716)	0.1817908323957802
  (0, 5160)	0.24492682127181836
  (0, 4418)	0.19818329074367608
  (0, 3598)	0.24492682127181836
  (0, 3253)	0.24492682127181836
  (0, 2875)	0.17917746428608117
  (0, 2682)	0.24492682127181836
  (0, 2223)	0.1664463848574683
  (0, 1912)	0.3111821594288846
  (0, 1595)	0.16567395035321947
  (0, 1396)	0.24492682127181836
  (0, 1319)	0.24492682127181836
  (0, 732)	0.24492682127181836
  (0, 426)	0.20368560326840934
  (0, 325)	0.22592099481422348
  (0, 197)	0.24492682127181836"
1839,ham,"  (0, 7557)	0.16518663744606157
  (0, 7555)	0.21411862699324355
  (0, 7538)	0.14696175094496783
  (0, 7494)	0.20564540760468275
  (0, 7384)	0.2660964394136967
  (0, 7117)	0.18865489927692647
  (0, 6987)	0.2334261499757769
  (0, 6875)	0.23061606267966478
  (0, 5741)	0.22563766925507556
  (0, 5241)	0.2660964394136967
  (0, 5144)	0.14656055782699426
  (0, 4747)	0.22563766925507556
  (0, 4467)	0.23990693664448332
  (0, 4459)	0.258889877692094
  (0, 4226)	0.12068266245761992
  (0, 3494)	0.1353822110744139
  (0, 3131)	0.19093553814710462
  (0, 2840)	0.19425081879427517
  (0, 2641)	0.16590434766418533
  (0, 2221)	0.17186519344484993
  (0, 1461)	0.1893973602669952
  (0, 876)	0.24371081406427147
  (0, 348)	0.2660964394136967"
1840,ham,"  (0, 8317)	0.267443025235418
  (0, 6831)	0.406050158100667
  (0, 6098)	0.26926188718557204
  (0, 4518)	0.39113894991191306
  (0, 4176)	0.44197753385505834
  (0, 3494)	0.21727905706488004
  (0, 3078)	0.3364013670315572
  (0, 1096)	0.4270663256663044"
1841,ham,"  (0, 5327)	0.6531893709858834
  (0, 5087)	0.75719458901333"
1842,ham,"  (0, 4397)	0.46837800607526864
  (0, 2102)	0.8835281791912218"
1843,ham,"  (0, 7194)	0.48452497896059993
  (0, 6213)	0.5379818554281873
  (0, 5061)	0.5635630579891733
  (0, 3476)	0.263654259084167
  (0, 2359)	0.29781568012773585"
1844,ham,"  (0, 7791)	0.55328957445754
